Row,Stage,Week,Solution,Replication,Height,Greenness,Surface,Roots,Organs
3134,Stage 3,Week 3,Solution 13,Replication 20,6.38,3,22.27,3,3
3135,Stage 3,Week 3,Solution 13,Replication 21,7.13,2,24.91,2,2
3136,Stage 3,Week 3,Solution 13,Replication 22,6.02,2,20.84,3,2
3137,Stage 3,Week 3,Solution 13,Replication 23,6.95,3,23.95,3,3
3138,Stage 3,Week 3,Solution 13,Replication 24,6.26,2,20.76,2,2
3139,Stage 3,Week 3,Solution 13,Replication 25,7.58,3,22.16,3,3
3140,Stage 3,Week 3,Solution 13,Replication 26,6.79,2,23.35,2,2
3141,Stage 3,Week 3,Solution 13,Replication 27,6.35,3,21.10,2,3
3142,Stage 3,Week 3,Solution 13,Replication 28,7.58,2,21.78,2,3
3143,Stage 3,Week 3,Solution 13,Replication 29,7.53,3,23.60,2,2
3144,Stage 3,Week 3,Solution 13,Replication 30,7.53,2,24.89,2,2
3145,Stage 3,Week 3,Solution 13,Replication 31,7.27,2,21.06,2,3
3146,Stage 3,Week 3,Solution 13,Replication 32,7.34,2,21.22,3,3
3147,Stage 3,Week 3,Solution 13,Replication 33,7.40,3,22.74,2,3
3148,Stage 3,Week 3,Solution 13,Replication 34,7.25,3,21.43,2,3
3149,Stage 3,Week 3,Solution 13,Replication 35,7.51,3,24.16,2,2
3150,Stage 3,Week 3,Solution 13,Replication 36,7.87,2,20.69,2,2
3151,Stage 3,Week 3,Solution 13,Replication 37,7.23,3,20.16,2,2
3152,Stage 3,Week 3,Solution 13,Replication 38,7.50,3,22.54,2,2
3153,Stage 3,Week 3,Solution 13,Replication 39,6.16,3,21.60,2,2
3154,Stage 3,Week 3,Solution 13,Replication 40,6.54,2,21.78,3,2
3155,Stage 3,Week 3,Solution 13,Replication 41,7.19,2,24.11,2,3
3156,Stage 3,Week 3,Solution 13,Replication 42,7.90,2,24.65,3,2
3157,Stage 3,Week 3,Solution 13,Replication 43,7.62,3,21.46,3,2
3158,Stage 3,Week 3,Solution 13,Replication 44,7.36,2,21.03,3,2
3159,Stage 3,Week 3,Solution 13,Replication 45,7.55,3,21.73,2,2
3160,Stage 3,Week 3,Solution 13,Replication 46,6.71,3,20.30,3,3
3161,Stage 3,Week 3,Solution 13,Replication 47,6.82,2,24.28,3,2
3162,Stage 3,Week 3,Solution 13,Replication 48,6.45,2,22.18,2,3
3163,Stage 3,Week 3,Solution 13,Replication 49,6.13,2,20.52,3,3
3164,Stage 3,Week 3,Solution 13,Replication 50,6.32,2,20.26,3,2
3165,Stage 3,Week 3,Solution 14,Replication 1,6.67,2,24.10,2,3
3166,Stage 3,Week 3,Solution 14,Replication 2,7.78,2,22.82,3,2
3167,Stage 3,Week 3,Solution 14,Replication 3,6.69,2,24.70,3,2
3168,Stage 3,Week 3,Solution 14,Replication 4,7.74,3,21.37,3,2
3169,Stage 3,Week 3,Solution 14,Replication 5,7.23,2,23.42,3,3
3170,Stage 3,Week 3,Solution 14,Replication 6,7.34,3,21.64,2,2
3171,Stage 3,Week 3,Solution 14,Replication 7,7.54,2,20.62,2,2
3172,Stage 3,Week 3,Solution 14,Replication 8,6.64,3,23.44,3,3
3173,Stage 3,Week 3,Solution 14,Replication 9,6.65,3,21.57,3,3
3174,Stage 3,Week 3,Solution 14,Replication 10,7.37,3,22.45,3,3
3175,Stage 3,Week 3,Solution 14,Replication 11,7.40,3,21.30,3,3
3176,Stage 3,Week 3,Solution 14,Replication 12,6.22,2,20.78,2,2
3177,Stage 3,Week 3,Solution 14,Replication 13,7.21,3,23.42,2,2
3178,Stage 3,Week 3,Solution 14,Replication 14,7.56,2,21.55,3,2
3179,Stage 3,Week 3,Solution 14,Replication 15,6.87,2,23.67,3,3
3180,Stage 3,Week 3,Solution 14,Replication 16,7.18,3,20.99,2,3
3181,Stage 3,Week 3,Solution 14,Replication 17,6.90,2,24.30,2,2
3182,Stage 3,Week 3,Solution 14,Replication 18,7.71,2,22.57,2,2
3183,Stage 3,Week 3,Solution 14,Replication 19,6.63,2,23.29,3,3
3184,Stage 3,Week 3,Solution 14,Replication 20,6.49,2,21.87,2,2
3185,Stage 3,Week 3,Solution 14,Replication 21,6.51,3,23.21,2,2
3186,Stage 3,Week 3,Solution 14,Replication 22,6.78,3,22.71,3,2
3187,Stage 3,Week 3,Solution 14,Replication 23,6.72,3,20.75,2,2
3188,Stage 3,Week 3,Solution 14,Replication 24,6.80,2,24.81,2,2
3189,Stage 3,Week 3,Solution 14,Replication 25,6.05,3,22.87,2,3
3190,Stage 3,Week 3,Solution 14,Replication 26,7.98,3,24.15,2,3
3191,Stage 3,Week 3,Solution 14,Replication 27,7.35,3,20.41,3,3
3192,Stage 3,Week 3,Solution 14,Replication 28,7.46,3,22.99,2,3
3193,Stage 3,Week 3,Solution 14,Replication 29,7.45,2,23.98,2,2
3194,Stage 3,Week 3,Solution 14,Replication 30,6.41,3,22.09,2,3
3195,Stage 3,Week 3,Solution 14,Replication 31,6.61,2,23.26,2,2
3196,Stage 3,Week 3,Solution 14,Replication 32,6.14,3,21.13,3,2
3197,Stage 3,Week 3,Solution 14,Replication 33,6.37,2,24.38,3,2
3198,Stage 3,Week 3,Solution 14,Replication 34,7.03,3,23.78,3,2
3199,Stage 3,Week 3,Solution 14,Replication 35,7.92,3,22.00,3,2
3200,Stage 3,Week 3,Solution 14,Replication 36,6.13,3,23.69,2,3
3201,Stage 3,Week 3,Solution 14,Replication 37,6.32,2,21.63,3,2
3202,Stage 3,Week 3,Solution 14,Replication 38,6.32,2,22.27,2,2
3203,Stage 3,Week 3,Solution 14,Replication 39,7.60,2,21.91,2,3
3204,Stage 3,Week 3,Solution 14,Replication 40,7.32,3,23.10,2,3
3205,Stage 3,Week 3,Solution 14,Replication 41,6.53,3,20.31,3,3
3206,Stage 3,Week 3,Solution 14,Replication 42,6.66,3,22.65,2,2
3207,Stage 3,Week 3,Solution 14,Replication 43,7.24,2,23.55,2,2
3208,Stage 3,Week 3,Solution 14,Replication 44,7.68,2,21.88,2,3
3209,Stage 3,Week 3,Solution 14,Replication 45,6.26,3,24.76,3,3
3210,Stage 3,Week 3,Solution 14,Replication 46,7.22,3,24.71,3,2
3211,Stage 3,Week 3,Solution 14,Replication 47,7.92,2,23.50,2,2
3212,Stage 3,Week 3,Solution 14,Replication 48,6.27,3,20.07,2,2
3213,Stage 3,Week 3,Solution 14,Replication 49,7.84,2,22.38,3,3
3214,Stage 3,Week 3,Solution 14,Replication 50,7.02,2,22.70,2,3
3215,Stage 3,Week 3,Control,Replication 1,8.42,4,25.43,3,4
3216,Stage 3,Week 3,Control,Replication 2,9.37,4,26.30,4,4
3217,Stage 3,Week 3,Control,Replication 3,8.87,5,29.12,4,3
3218,Stage 3,Week 3,Control,Replication 4,9.74,5,25.67,3,4
3219,Stage 3,Week 3,Control,Replication 5,9.06,5,26.09,4,4
3220,Stage 3,Week 3,Control,Replication 6,8.55,5,26.26,4,3
3221,Stage 3,Week 3,Control,Replication 7,8.63,5,27.80,4,4
3222,Stage 3,Week 3,Control,Replication 8,8.95,5,26.98,3,4
3223,Stage 3,Week 3,Control,Replication 9,8.97,4,29.43,3,3
3224,Stage 3,Week 3,Control,Replication 10,9.32,4,25.15,4,3
3225,Stage 3,Week 3,Control,Replication 11,9.48,4,29.51,4,3
3226,Stage 3,Week 3,Control,Replication 12,9.05,5,28.14,3,4
3227,Stage 3,Week 3,Control,Replication 13,9.78,4,26.10,3,4
3228,Stage 3,Week 3,Control,Replication 14,9.13,5,26.74,3,3
3229,Stage 3,Week 3,Control,Replication 15,9.28,4,26.97,4,4
3230,Stage 3,Week 3,Control,Replication 16,8.54,4,29.21,3,4
3231,Stage 3,Week 3,Control,Replication 17,8.13,5,29.15,3,4
3232,Stage 3,Week 3,Control,Replication 18,9.21,4,28.49,4,4
3233,Stage 3,Week 3,Control,Replication 19,8.42,4,27.56,3,4
3234,Stage 3,Week 3,Control,Replication 20,8.82,5,28.91,3,4
3235,Stage 3,Week 3,Control,Replication 21,8.10,4,29.64,4,4
3236,Stage 3,Week 3,Control,Replication 22,9.62,4,26.19,3,3
3237,Stage 3,Week 3,Control,Replication 23,8.81,5,29.96,4,4
3238,Stage 3,Week 3,Control,Replication 24,9.26,4,25.56,3,4
3239,Stage 3,Week 3,Control,Replication 25,8.48,4,25.72,3,3
3240,Stage 3,Week 3,Control,Replication 26,9.46,5,25.45,3,4
3241,Stage 3,Week 3,Control,Replication 27,9.80,5,25.75,4,3
3242,Stage 3,Week 3,Control,Replication 28,8.20,5,26.42,3,4
3243,Stage 3,Week 3,Control,Replication 29,9.71,4,29.61,4,3
3244,Stage 3,Week 3,Control,Replication 30,8.71,5,26.91,3,4
3245,Stage 3,Week 3,Control,Replication 31,9.57,4,29.06,4,3
3246,Stage 3,Week 3,Control,Replication 32,8.76,4,27.52,3,3
3247,Stage 3,Week 3,Control,Replication 33,8.05,5,29.76,3,3
3248,Stage 3,Week 3,Control,Replication 34,9.37,5,28.88,3,3
3249,Stage 3,Week 3,Control,Replication 35,8.70,4,25.89,3,3
3250,Stage 3,Week 3,Control,Replication 36,9.48,4,27.26,4,3
3251,Stage 3,Week 3,Control,Replication 37,8.01,4,28.85,4,3
3252,Stage 3,Week 3,Control,Replication 38,8.83,4,29.00,4,3
3253,Stage 3,Week 3,Control,Replication 39,9.20,5,28.95,3,4
3254,Stage 3,Week 3,Control,Replication 40,9.40,4,27.18,3,4
3255,Stage 3,Week 3,Control,Replication 41,9.43,5,25.72,3,3
3256,Stage 3,Week 3,Control,Replication 42,8.09,4,28.77,4,4
3257,Stage 3,Week 3,Control,Replication 43,8.75,5,28.20,4,4
3258,Stage 3,Week 3,Control,Replication 44,9.01,5,25.93,4,3
3259,Stage 3,Week 3,Control,Replication 45,9.61,4,25.06,4,3
3260,Stage 3,Week 3,Control,Replication 46,9.01,5,26.99,4,4
3261,Stage 3,Week 3,Control,Replication 47,8.22,4,25.02,4,4
3262,Stage 3,Week 3,Control,Replication 48,8.60,4,28.63,4,3
3263,Stage 3,Week 3,Control,Replication 49,8.38,5,25.16,3,4
3264,Stage 3,Week 3,Control,Replication 50,8.44,4,29.28,4,4
3265,Stage 3,Week 4,Solution 2,Replication 1,10.89,2,22.22,2,3
3266,Stage 3,Week 4,Solution 2,Replication 2,11.54,3,22.58,2,2
3267,Stage 3,Week 4,Solution 2,Replication 3,10.35,2,20.52,3,2
3268,Stage 3,Week 4,Solution 2,Replication 4,10.69,2,22.34,3,2
3269,Stage 3,Week 4,Solution 2,Replication 5,11.49,3,21.66,3,1
3270,Stage 3,Week 4,Solution 2,Replication 6,11.49,2,20.13,3,1
3271,Stage 3,Week 4,Solution 2,Replication 7,10.46,2,21.74,1,2
3272,Stage 3,Week 4,Solution 2,Replication 8,10.35,3,23.15,3,3
3273,Stage 3,Week 4,Solution 2,Replication 9,10.26,2,23.82,2,1
3274,Stage 3,Week 4,Solution 2,Replication 10,11.93,3,24.44,2,1
3275,Stage 3,Week 4,Solution 2,Replication 11,11.32,2,23.02,2,3
3276,Stage 3,Week 4,Solution 2,Replication 12,11.48,3,21.71,2,1
3277,Stage 3,Week 4,Solution 2,Replication 13,10.71,3,22.99,2,2
3278,Stage 3,Week 4,Solution 2,Replication 14,11.27,2,24.98,3,2
3279,Stage 3,Week 4,Solution 2,Replication 15,11.22,3,24.95,2,3
3280,Stage 3,Week 4,Solution 2,Replication 16,10.66,3,23.22,3,2
3281,Stage 3,Week 4,Solution 2,Replication 17,10.11,3,22.61,2,2
3282,Stage 3,Week 4,Solution 2,Replication 18,11.59,2,23.64,1,2
3283,Stage 3,Week 4,Solution 2,Replication 19,10.53,3,23.59,3,1
3284,Stage 3,Week 4,Solution 2,Replication 20,11.60,3,22.32,1,2
3285,Stage 3,Week 4,Solution 2,Replication 21,11.36,3,21.11,1,1
3286,Stage 3,Week 4,Solution 2,Replication 22,10.84,3,24.29,2,2
3287,Stage 3,Week 4,Solution 2,Replication 23,10.55,2,21.09,2,3
3288,Stage 3,Week 4,Solution 2,Replication 24,10.67,3,22.01,3,2
3289,Stage 3,Week 4,Solution 2,Replication 25,11.45,2,22.26,1,1
3290,Stage 3,Week 4,Solution 2,Replication 26,10.10,2,20.02,2,3
3291,Stage 3,Week 4,Solution 2,Replication 27,11.54,3,21.84,2,2
3292,Stage 3,Week 4,Solution 2,Replication 28,11.63,3,22.41,3,1
3293,Stage 3,Week 4,Solution 2,Replication 29,11.37,2,22.92,3,3
3294,Stage 3,Week 4,Solution 2,Replication 30,11.85,3,23.97,1,1
3295,Stage 3,Week 4,Solution 2,Replication 31,11.22,3,21.70,3,2
3296,Stage 3,Week 4,Solution 2,Replication 32,10.45,2,20.58,3,1
3297,Stage 3,Week 4,Solution 2,Replication 33,10.05,2,20.91,2,2
3298,Stage 3,Week 4,Solution 2,Replication 34,11.08,3,22.19,2,1
3299,Stage 3,Week 4,Solution 2,Replication 35,11.37,3,22.08,2,2
3300,Stage 3,Week 4,Solution 2,Replication 36,11.05,2,23.93,1,1
3301,Stage 3,Week 4,Solution 2,Replication 37,10.76,3,21.66,2,1
3302,Stage 3,Week 4,Solution 2,Replication 38,11.08,3,24.49,1,3
3303,Stage 3,Week 4,Solution 2,Replication 39,10.70,3,22.50,1,1
3304,Stage 3,Week 4,Solution 2,Replication 40,11.90,3,20.10,2,1
3305,Stage 3,Week 4,Solution 2,Replication 41,11.59,2,20.27,2,3
3306,Stage 3,Week 4,Solution 2,Replication 42,10.47,2,24.77,1,2
3307,Stage 3,Week 4,Solution 2,Replication 43,11.49,3,21.56,2,2
3308,Stage 3,Week 4,Solution 2,Replication 44,10.48,2,22.17,2,2
3309,Stage 3,Week 4,Solution 2,Replication 45,10.67,2,22.85,2,3
3310,Stage 3,Week 4,Solution 2,Replication 46,10.66,2,22.70,3,2
3311,Stage 3,Week 4,Solution 2,Replication 47,11.34,3,24.56,3,3
3312,Stage 3,Week 4,Solution 2,Replication 48,11.84,2,21.21,1,3
3313,Stage 3,Week 4,Solution 2,Replication 49,11.77,2,24.86,3,2
3314,Stage 3,Week 4,Solution 2,Replication 50,11.90,3,22.67,1,2
3315,Stage 3,Week 4,Solution 6,Replication 1,11.51,3,20.05,1,2
3316,Stage 3,Week 4,Solution 6,Replication 2,11.86,3,23.09,1,2
3317,Stage 3,Week 4,Solution 6,Replication 3,10.34,3,24.29,2,2
3318,Stage 3,Week 4,Solution 6,Replication 4,11.31,3,20.57,3,2
3319,Stage 3,Week 4,Solution 6,Replication 5,11.07,3,20.69,2,2
3320,Stage 3,Week 4,Solution 6,Replication 6,11.95,2,24.44,1,2
3321,Stage 3,Week 4,Solution 6,Replication 7,11.79,3,21.04,3,1
3322,Stage 3,Week 4,Solution 6,Replication 8,10.80,2,22.63,2,3
3323,Stage 3,Week 4,Solution 6,Replication 9,10.87,2,23.31,2,3
3324,Stage 3,Week 4,Solution 6,Replication 10,10.93,3,22.85,1,1
3325,Stage 3,Week 4,Solution 6,Replication 11,11.06,2,23.72,2,3
3326,Stage 3,Week 4,Solution 6,Replication 12,10.63,3,22.07,2,2
3327,Stage 3,Week 4,Solution 6,Replication 13,10.65,2,20.87,2,3
3328,Stage 3,Week 4,Solution 6,Replication 14,11.31,3,22.00,2,2
3329,Stage 3,Week 4,Solution 6,Replication 15,10.53,2,21.56,3,2
3330,Stage 3,Week 4,Solution 6,Replication 16,11.02,2,21.78,3,1
3331,Stage 3,Week 4,Solution 6,Replication 17,11.40,3,24.67,2,2
3332,Stage 3,Week 4,Solution 6,Replication 18,10.89,3,22.80,2,2
3333,Stage 3,Week 4,Solution 6,Replication 19,10.27,3,21.55,2,2
3334,Stage 3,Week 4,Solution 6,Replication 20,11.10,3,24.57,2,2
3335,Stage 3,Week 4,Solution 6,Replication 21,11.70,2,22.53,3,1
3336,Stage 3,Week 4,Solution 6,Replication 22,10.48,3,23.87,1,2
3337,Stage 3,Week 4,Solution 6,Replication 23,11.24,3,23.67,3,3
3338,Stage 3,Week 4,Solution 6,Replication 24,11.34,2,20.60,2,2
3339,Stage 3,Week 4,Solution 6,Replication 25,10.38,2,24.26,1,2
3340,Stage 3,Week 4,Solution 6,Replication 26,10.50,3,20.03,2,2
3341,Stage 3,Week 4,Solution 6,Replication 27,11.56,3,24.53,2,2
3342,Stage 3,Week 4,Solution 6,Replication 28,11.35,2,20.25,1,1
3343,Stage 3,Week 4,Solution 6,Replication 29,11.47,3,20.68,1,2
3344,Stage 3,Week 4,Solution 6,Replication 30,10.29,3,21.85,3,3
3345,Stage 3,Week 4,Solution 6,Replication 31,11.79,2,21.40,2,3
3346,Stage 3,Week 4,Solution 6,Replication 32,10.32,2,25.00,3,3
3347,Stage 3,Week 4,Solution 6,Replication 33,10.41,2,24.24,3,1
3348,Stage 3,Week 4,Solution 6,Replication 34,11.62,3,22.36,3,2
3349,Stage 3,Week 4,Solution 6,Replication 35,11.71,2,23.76,2,2
3350,Stage 3,Week 4,Solution 6,Replication 36,11.44,2,20.89,2,3
3351,Stage 3,Week 4,Solution 6,Replication 37,10.44,3,23.36,3,1
3352,Stage 3,Week 4,Solution 6,Replication 38,11.01,2,21.58,1,1
3353,Stage 3,Week 4,Solution 6,Replication 39,11.17,3,21.93,1,2
3354,Stage 3,Week 4,Solution 6,Replication 40,11.96,3,21.91,2,2
3355,Stage 3,Week 4,Solution 6,Replication 41,10.87,3,23.55,1,2
3356,Stage 3,Week 4,Solution 6,Replication 42,11.26,2,21.74,2,2
3357,Stage 3,Week 4,Solution 6,Replication 43,10.84,3,23.71,2,1
3358,Stage 3,Week 4,Solution 6,Replication 44,10.71,2,24.43,1,3
3359,Stage 3,Week 4,Solution 6,Replication 45,11.71,2,21.53,1,3
3360,Stage 3,Week 4,Solution 6,Replication 46,11.70,3,24.46,2,2
3361,Stage 3,Week 4,Solution 6,Replication 47,10.46,3,22.54,2,1
3362,Stage 3,Week 4,Solution 6,Replication 48,10.37,3,20.54,1,2
3363,Stage 3,Week 4,Solution 6,Replication 49,10.74,3,23.84,1,1
3364,Stage 3,Week 4,Solution 6,Replication 50,11.20,2,20.85,3,1
3365,Stage 3,Week 4,Solution 7,Replication 1,11.50,3,20.57,2,2
3366,Stage 3,Week 4,Solution 7,Replication 2,11.03,2,23.28,1,2
3367,Stage 3,Week 4,Solution 7,Replication 3,10.93,3,20.58,2,2
3368,Stage 3,Week 4,Solution 7,Replication 4,10.89,2,20.42,2,2
3369,Stage 3,Week 4,Solution 7,Replication 5,10.03,2,24.82,3,2
3370,Stage 3,Week 4,Solution 7,Replication 6,11.76,2,24.23,3,2
3371,Stage 3,Week 4,Solution 7,Replication 7,11.49,2,24.72,2,2
3372,Stage 3,Week 4,Solution 7,Replication 8,11.30,2,23.57,2,3
3373,Stage 3,Week 4,Solution 7,Replication 9,10.22,2,21.27,2,2
3374,Stage 3,Week 4,Solution 7,Replication 10,10.96,3,21.07,2,2
3375,Stage 3,Week 4,Solution 7,Replication 11,11.50,2,24.81,3,1
3376,Stage 3,Week 4,Solution 7,Replication 12,11.91,2,24.68,3,1
3377,Stage 3,Week 4,Solution 7,Replication 13,11.13,3,20.35,3,2
3378,Stage 3,Week 4,Solution 7,Replication 14,11.58,3,21.39,2,2
3379,Stage 3,Week 4,Solution 7,Replication 15,10.39,3,20.62,3,3
3380,Stage 3,Week 4,Solution 7,Replication 16,10.75,3,21.21,2,2
3381,Stage 3,Week 4,Solution 7,Replication 17,11.09,3,23.44,2,3
3382,Stage 3,Week 4,Solution 7,Replication 18,11.72,3,24.14,2,3
3383,Stage 3,Week 4,Solution 7,Replication 19,10.94,3,24.39,3,2
3384,Stage 3,Week 4,Solution 7,Replication 20,11.33,3,24.89,2,1
3385,Stage 3,Week 4,Solution 7,Replication 21,10.00,3,24.95,3,3
3386,Stage 3,Week 4,Solution 7,Replication 22,11.84,2,23.33,2,2
3387,Stage 3,Week 4,Solution 7,Replication 23,11.09,3,24.95,2,1
3388,Stage 3,Week 4,Solution 7,Replication 24,11.83,3,23.47,2,2
3389,Stage 3,Week 4,Solution 7,Replication 25,11.89,3,21.92,3,1
3390,Stage 3,Week 4,Solution 7,Replication 26,11.03,2,24.48,1,1
3391,Stage 3,Week 4,Solution 7,Replication 27,10.28,2,24.55,2,2
3392,Stage 3,Week 4,Solution 7,Replication 28,11.82,2,21.89,1,2
3393,Stage 3,Week 4,Solution 7,Replication 29,11.85,3,24.19,3,1
3394,Stage 3,Week 4,Solution 7,Replication 30,11.24,3,22.21,2,2
3395,Stage 3,Week 4,Solution 7,Replication 31,11.31,2,21.64,1,3
3396,Stage 3,Week 4,Solution 7,Replication 32,10.29,2,20.18,2,3
3397,Stage 3,Week 4,Solution 7,Replication 33,10.13,2,24.03,1,1
3398,Stage 3,Week 4,Solution 7,Replication 34,11.66,3,21.21,1,3
3399,Stage 3,Week 4,Solution 7,Replication 35,11.66,2,22.43,2,1
3400,Stage 3,Week 4,Solution 7,Replication 36,11.07,2,23.19,3,2
3401,Stage 3,Week 4,Solution 7,Replication 37,10.74,3,23.87,3,3
3402,Stage 3,Week 4,Solution 7,Replication 38,10.02,2,24.65,3,3
3403,Stage 3,Week 4,Solution 7,Replication 39,10.96,2,21.47,2,3
3404,Stage 3,Week 4,Solution 7,Replication 40,11.07,3,22.02,1,2
3405,Stage 3,Week 4,Solution 7,Replication 41,10.78,2,20.56,1,2
3406,Stage 3,Week 4,Solution 7,Replication 42,10.92,3,23.29,3,2
3407,Stage 3,Week 4,Solution 7,Replication 43,11.47,2,23.41,2,1
3408,Stage 3,Week 4,Solution 7,Replication 44,10.68,3,21.67,2,1
3409,Stage 3,Week 4,Solution 7,Replication 45,10.04,3,23.44,1,3
3410,Stage 3,Week 4,Solution 7,Replication 46,10.62,3,23.89,1,3
3411,Stage 3,Week 4,Solution 7,Replication 47,10.75,3,20.84,3,3
3412,Stage 3,Week 4,Solution 7,Replication 48,10.81,2,22.41,3,2
3413,Stage 3,Week 4,Solution 7,Replication 49,10.84,3,24.70,1,2
3414,Stage 3,Week 4,Solution 7,Replication 50,10.04,2,21.57,2,2
3415,Stage 3,Week 4,Solution 13,Replication 1,10.74,2,24.28,2,2
3416,Stage 3,Week 4,Solution 13,Replication 2,10.07,3,22.06,2,1
3417,Stage 3,Week 4,Solution 13,Replication 3,11.67,3,21.22,2,2
3418,Stage 3,Week 4,Solution 13,Replication 4,11.42,3,24.05,1,1
3419,Stage 3,Week 4,Solution 13,Replication 5,11.89,2,22.59,1,2
3420,Stage 3,Week 4,Solution 13,Replication 6,11.23,2,22.13,2,2
3421,Stage 3,Week 4,Solution 13,Replication 7,11.52,2,21.45,2,2
3422,Stage 3,Week 4,Solution 13,Replication 8,10.85,2,22.15,2,1
3423,Stage 3,Week 4,Solution 13,Replication 9,10.85,2,23.29,2,2
3424,Stage 3,Week 4,Solution 13,Replication 10,11.81,3,22.29,2,2
3425,Stage 3,Week 4,Solution 13,Replication 11,11.39,2,23.50,1,2
3426,Stage 3,Week 4,Solution 13,Replication 12,11.51,3,20.73,1,3
3427,Stage 3,Week 4,Solution 13,Replication 13,10.08,3,24.51,2,1
3428,Stage 3,Week 4,Solution 13,Replication 14,11.25,2,24.12,3,1
3429,Stage 3,Week 4,Solution 13,Replication 15,11.62,2,23.25,1,3
3430,Stage 3,Week 4,Solution 13,Replication 16,11.39,3,21.87,2,3
3431,Stage 3,Week 4,Solution 13,Replication 17,11.87,3,22.01,3,3
3432,Stage 3,Week 4,Solution 13,Replication 18,11.38,2,24.57,2,2
3433,Stage 3,Week 4,Solution 13,Replication 19,10.73,2,24.79,2,2
3434,Stage 3,Week 4,Solution 13,Replication 20,11.55,2,22.15,1,2
3435,Stage 3,Week 4,Solution 13,Replication 21,11.78,2,22.59,3,2
3436,Stage 3,Week 4,Solution 13,Replication 22,10.79,2,21.48,1,3
3437,Stage 3,Week 4,Solution 13,Replication 23,11.06,3,24.03,2,3
3438,Stage 3,Week 4,Solution 13,Replication 24,10.89,2,20.31,2,1
3439,Stage 3,Week 4,Solution 13,Replication 25,11.99,3,23.70,2,2
3440,Stage 3,Week 4,Solution 13,Replication 26,11.93,3,24.85,2,3
3441,Stage 3,Week 4,Solution 13,Replication 27,11.19,3,22.23,2,3
3442,Stage 3,Week 4,Solution 13,Replication 28,11.67,2,20.16,1,2
3443,Stage 3,Week 4,Solution 13,Replication 29,11.92,3,24.14,1,2
3444,Stage 3,Week 4,Solution 13,Replication 30,11.98,3,23.23,2,2
3445,Stage 3,Week 4,Solution 13,Replication 31,10.50,3,20.04,1,2
3446,Stage 3,Week 4,Solution 13,Replication 32,10.20,2,23.39,1,3
3447,Stage 3,Week 4,Solution 13,Replication 33,11.78,3,20.59,3,2
3448,Stage 3,Week 4,Solution 13,Replication 34,10.05,3,21.68,2,2
3449,Stage 3,Week 4,Solution 13,Replication 35,11.79,2,22.02,3,3
3450,Stage 3,Week 4,Solution 13,Replication 36,10.05,3,22.86,2,2
3451,Stage 3,Week 4,Solution 13,Replication 37,10.29,3,24.17,2,3
3452,Stage 3,Week 4,Solution 13,Replication 38,11.51,3,23.40,2,1
3453,Stage 3,Week 4,Solution 13,Replication 39,10.28,3,24.41,3,1
3454,Stage 3,Week 4,Solution 13,Replication 40,10.76,3,21.05,1,2
3455,Stage 3,Week 4,Solution 13,Replication 41,10.38,2,22.52,2,2
3456,Stage 3,Week 4,Solution 13,Replication 42,11.61,3,21.79,1,2
3457,Stage 3,Week 4,Solution 13,Replication 43,11.75,3,24.03,2,3
3458,Stage 3,Week 4,Solution 13,Replication 44,10.01,3,20.31,1,2
3459,Stage 3,Week 4,Solution 13,Replication 45,10.37,3,20.17,1,1
3460,Stage 3,Week 4,Solution 13,Replication 46,11.57,2,23.92,2,2
3461,Stage 3,Week 4,Solution 13,Replication 47,10.10,3,22.58,1,3
3462,Stage 3,Week 4,Solution 13,Replication 48,11.61,3,20.04,2,2
3463,Stage 3,Week 4,Solution 13,Replication 49,10.21,3,20.98,2,2
3464,Stage 3,Week 4,Solution 13,Replication 50,10.96,2,22.69,1,3
3465,Stage 3,Week 4,Solution 14,Replication 1,11.61,3,22.72,2,3
3466,Stage 3,Week 4,Solution 14,Replication 2,11.89,2,21.82,2,1
3467,Stage 3,Week 4,Solution 14,Replication 3,11.88,2,20.67,2,1
3468,Stage 3,Week 4,Solution 14,Replication 4,11.83,3,23.07,3,2
3469,Stage 3,Week 4,Solution 14,Replication 5,11.96,2,21.84,2,2
3470,Stage 3,Week 4,Solution 14,Replication 6,11.96,3,24.14,2,1
3471,Stage 3,Week 4,Solution 14,Replication 7,11.86,2,21.18,3,2
3472,Stage 3,Week 4,Solution 14,Replication 8,11.71,2,21.97,2,3
3473,Stage 3,Week 4,Solution 14,Replication 9,11.34,3,21.81,1,2
3474,Stage 3,Week 4,Solution 14,Replication 10,11.92,2,21.66,3,2
3475,Stage 3,Week 4,Solution 14,Replication 11,10.99,2,21.23,2,2
3476,Stage 3,Week 4,Solution 14,Replication 12,11.98,3,23.96,1,3
3477,Stage 3,Week 4,Solution 14,Replication 13,11.67,2,20.41,1,3
3478,Stage 3,Week 4,Solution 14,Replication 14,10.01,3,24.56,2,3
3479,Stage 3,Week 4,Solution 14,Replication 15,10.75,2,21.85,3,2
3480,Stage 3,Week 4,Solution 14,Replication 16,11.53,2,24.71,2,3
3481,Stage 3,Week 4,Solution 14,Replication 17,11.36,2,24.86,2,3
3482,Stage 3,Week 4,Solution 14,Replication 18,10.05,2,23.82,1,2
3483,Stage 3,Week 4,Solution 14,Replication 19,10.04,3,21.75,3,3
3484,Stage 3,Week 4,Solution 14,Replication 20,10.83,3,23.30,1,3
